row_id,id,label,label_name,channel,category,subcategory,subject,body,raw_text,model_text,reason,requested_action,length_bucket,typo_level,obfuscation_type,url_type,attachment_flag,language_style,tone,template_group_id,pair_id,source_type,source_note,generation_batch,review_status,char_length,email_format,hard_negative_flag,template_family_id,generation_model,prompt_family,auto_audit_status,split_group_id,split,change_type,change_reason
27,EMAIL_N11B_CODE_039,0,normal,email,N11_인증_로그인_계정알림,정상 인증번호 발송,신규 서비스 가입 인증 안내,"공식 정상: https://example.invalid/notice?ref=mail&utm_source=notice
신규 서비스 가입을 위한 인증 절차를 안내드립니다. 궁금하신 점 있으…","제목: 신규 서비스 가입 인증 안내
본문: 공식 정상: https://example.invalid/notice?ref=mail&utm_source=notice
신규 서비스 가입을 위한 인증 절차를 안내드립니다. 궁금하신 점 있으…","제목: 신규 서비스 가입 인증 안내
본문: 공식 정상: [URL]
신규 서비스 가입을 위한 인증 절차를 안내드립니다. 궁금하신 점 있으…",정상 가입 인증 절차,verify_identity,31-80,none,none,tracking,False,korean_english,formal,TFAM_03463_G01,,ai_generated,"Claude batch N11_02, prompt version 2.0",N11_02,pending,76,subject_body,False,TFAM_03463,Claude,,auto_pass,SGRP_03118,train,corrected,metadata_token_consistency_fix; compact_boilerplate_diversified
28,EMAIL_N07C_SETL_028,0,normal,email,N07_세금계산서_인보이스,정산·영수증,정산 확인 회신 요청,"첨부 문서: [ATTACHMENT]
첨부한 정산 내역을 확인하시고 이상 없으면 회신 부탁드립니다. 감사합니다","제목: 정산 확인 회신 요청
본문: 첨부 문서: [ATTACHMENT]
첨부한 정산 내역을 확인하시고 이상 없으면 회신 부탁드립니다. 감사합니다","제목: 정산 확인 회신 요청
본문: 첨부 문서: [ATTACHMENT]
첨부한 정산 내역을 확인하시고 이상 없으면 회신 부탁드립니다. 감사합니다",정상 정산 확인 회신 요청,reply,31-80,none,none,none,True,korean,formal,TFAM_02749_G01,,ai_generated,"Claude batch N07_03, prompt version 2.0",N07_03,pending,80,subject_body,False,TFAM_02749,Claude,,auto_pass,SGRP_02446,valid,unchanged,metadata_token_consistency_fix
29,EMAIL_N15B_CPN_036,0,normal,email,N15_뉴스레터_프로모션,회원 쿠폰,[회원 혜택] RE: 회원 쿠폰 완료 알림,"회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 상세 내용은 등록된 공식 안내에서 확인해 주세요.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 공식 확인 페이지: https://example.invalid/official
참조번호 N15-00029의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] RE: 회원 쿠폰 완료 알림
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 상세 내용은 등록된 공식 안내에서 확인해 주세요.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 공식 확인 페이지: https://example.invalid/official
참조번호 N15-00029의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] RE: 회원 쿠폰 완료 알림
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 상세 내용은 등록된 공식 안내에서 확인해 주세요.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 공식 확인 페이지: [URL]
참조번호 N15-00029의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,click_link,201-500,none,none,normal,False,korean,promotional,TFAM_04200_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,318,subject_body,True,TFAM_04200,ChatGPT,FINAL_N15_회원 쿠폰_V1,auto_pass,SGRP_03834,train,corrected,정상 31~80자 과다 완화 및 장문·중간 길이 문맥 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
30,EMAIL_N16B_TERM_020,0,normal,email,N16_장문_공식문서형,계약·약관 안내,라이선스 계약 갱신 안내,"소프트웨어 라이선스 계약 갱신 시기가 도래했습니다. 갱신 조건과 비용은 첨부 문서를 참고해 주시고, 갱신을 원치 않으실 경우 사전에 통보해 주시기 바랍니다. 바쁘시겠지만 확인 부탁드립니다.
계약 약관 안내 관련 [ATTACHMENT]는 발신자와 파일명을 확인한 뒤 열어 주세요.","제목: 라이선스 계약 갱신 안내
본문: 소프트웨어 라이선스 계약 갱신 시기가 도래했습니다. 갱신 조건과 비용은 첨부 문서를 참고해 주시고, 갱신을 원치 않으실 경우 사전에 통보해 주시기 바랍니다. 바쁘시겠지만 확인 부탁드립니다.
계약 약관 안내 관련 [ATTACHMENT]는 발신자와 파일명을 확인한 뒤 열어 주세요.","제목: 라이선스 계약 갱신 안내
본문: 소프트웨어 라이선스 계약 갱신 시기가 도래했습니다. 갱신 조건과 비용은 첨부 문서를 참고해 주시고, 갱신을 원치 않으실 경우 사전에 통보해 주시기 바랍니다. 바쁘시겠지만 확인 부탁드립니다.
계약 약관 안내 관련 [ATTACHMENT]는 발신자와 파일명을 확인한 뒤 열어 주세요.","정상 라이선스 갱신 안내, 장문",reply,81-200,none,none,none,True,korean,formal,TFAM_04368_G01,,ai_generated,"Claude batch N16_02, prompt version 2.0",N16_02,pending,177,subject_body,False,TFAM_04368,Claude,,auto_pass,SGRP_04002,train,corrected,surface_artifact_cleanup; high_frequency_boilerplate_diversified
31,EMAIL_N10B_POL_028,0,normal,email,N10_비밀번호_보안_안내,보안 정책·교육,외부망 접속 정책 안내,"공식 보안: https://example.invalid/official
외부망 접속 관련 정책이 변경됩니당. 자세한 내용은 공식 안내에서 확인 가능…","제목: 외부망 접속 정책 안내
본문: 공식 보안: https://example.invalid/official
외부망 접속 관련 정책이 변경됩니당. 자세한 내용은 공식 안내에서 확인 가능…","제목: 외부망 접속 정책 안내
본문: 공식 보안: [URL]
외부망 접속 관련 정책이 변경됩니당. 자세한 내용은 공식 안내에서 확인 가능…",정상 접속 정책 안내,information,31-80,none,none,normal,False,korean,formal,TFAM_03264_G01,,ai_generated,"Claude batch N10_02, prompt version 2.0",N10_02,pending,77,subject_body,False,TFAM_03264,Claude,,auto_pass,SGRP_02938,valid,corrected,surface_artifact_cleanup; metadata_token_consistency_fix; compact_boilerplate_diversified
32,EMAIL_N11D_NOTI_030,0,normal,email,N11_인증_로그인_계정알림,MFA·2단계 인증,RE: 비정상 접근 시도 차단 안내,"안녕하세요, 회신드립니다.
> 비정상적인 접근 시도가 자동으로 차단되었습니다. 감사합니다.
확 인 후 다시 연락드리겠습니다.","제목: RE: 비정상 접근 시도 차단 안내
본문: 안녕하세요, 회신드립니다.
> 비정상적인 접근 시도가 자동으로 차단되었습니다. 감사합니다.
확 인 후 다시 연락드리겠습니다.","제목: RE: 비정상 접근 시도 차단 안내
본문: 안녕하세요, 회신드립니다.
> 비정상적인 접근 시도가 자동으로 차단되었습니다. 감사합니다.
확 인 후 다시 연락드리겠습니다.",정상 접근차단 통지,information,81-200,light,spacing,none,False,korean,casual,TFAM_03552_G01,,ai_generated,"Claude batch N11_04, prompt version 2.0",N11_04,pending,97,reply_forward,False,TFAM_03552,Claude,,auto_pass,SGRP_03207,train,unchanged,
33,EMAIL_S03D_MICRO_026,1,spam_or_fraud,email,S03_금융_카드_결제_사기,소액결제·수수료 사칭,콘텐츠 이용료 청구 안내,"콘텐츠 접속 https://example.invalid/notice?ref=mail&utm_source=notice
콘텐츠 이용료가 청구되었습니다. 이의가 있으시면 지금 링크에서 확인해 주세요.…","제목: 콘텐츠 이용료 청구 안내
본문: 콘텐츠 접속 https://example.invalid/notice?ref=mail&utm_source=notice
콘텐츠 이용료가 청구되었습니다. 이의가 있으시면 지금 링크에서 확인해 주세요.…","제목: 콘텐츠 이용료 청구 안내
본문: 콘텐츠 접속 [URL]
콘텐츠 이용료가 청구되었습니다. 이의가 있으시면 지금 링크에서 확인해 주세요.…",콘텐츠 이용료 사칭,enter_credential,31-80,strong,special_character,tracking,False,korean,formal,TFAM_05008_G01,,ai_generated,"Claude batch S03_04, prompt version 2.0",S03_04,pending,79,subject_body,False,TFAM_05008,Claude,,auto_pass,SGRP_04624,train,corrected,metadata_token_consistency_fix; compact_boilerplate_diversified
34,EMAIL_S08B_RESUME_002,1,spam_or_fraud,email,S08_악성첨부파일_파일공유,가짜 이력서·지원서,경력증명서 첨부드립니다,요청하신 경력증명서를 [ATTACHMENT]로 첨부합니다. 확인을 위해 뷰어 프로그램 설치가 필요합니다.,"제목: 경력증명서 첨부드립니다
본문: 요청하신 경력증명서를 [ATTACHMENT]로 첨부합니다. 확인을 위해 뷰어 프로그램 설치가 필요합니다.","제목: 경력증명서 첨부드립니다
본문: 요청하신 경력증명서를 [ATTACHMENT]로 첨부합니다. 확인을 위해 뷰어 프로그램 설치가 필요합니다.",경력증명서 사칭 뷰어 설치 유도,install_software,31-80,strong,special_character,none,True,korean,formal,TFAM_05809_G01,,ai_generated,"Claude batch S08_02, prompt version 2.0",S08_02,pending,79,subject_body,False,TFAM_05809,Claude,,auto_pass,SGRP_05411,train,unchanged,
35,EMAIL_S11D_EMER_007,1,spam_or_fraud,email,S11_로맨스_선입금_해외송금_사기,여행·병원·긴급비용 요구,교통사고 합의금 도움 요청,"해외에서 교통사고가 나서 합의금이 급히 필요합니다. 링크:
여행 처리: https://example.invalid/notice?ref=mail&utm_source=notice","제목: 교통사고 합의금 도움 요청
본문: 해외에서 교통사고가 나서 합의금이 급히 필요합니다. 링크:
여행 처리: https://example.invalid/notice?ref=mail&utm_source=notice","제목: 교통사고 합의금 도움 요청
본문: 해외에서 교통사고가 나서 합의금이 급히 필요합니다. 링크:
여행 처리: [URL]",교통사고 사칭 합의금 요구,transfer_money,31-80,strong,special_character,tracking,False,korean,formal,TFAM_06460_G01,,ai_generated,"Claude batch S11_04, prompt version 2.0",S11_04,pending,68,subject_body,False,TFAM_06460,Claude,,auto_pass,SGRP_06056,train,corrected,surface_artifact_cleanup; compact_boilerplate_diversified
36,EMAIL_N10B_POL_043,0,normal,email,N10_비밀번호_보안_안내,보안 정책·교육,[DATE] 보안 업데이트 처리 결과,"첨부 문서: [ATTACHMENT]
보안 업데이트 관련 안내입니다. 등록된 공식 서비스에…","제목: [DATE] 보안 업데이트 처리 결과
본문: 첨부 문서: [ATTACHMENT]
보안 업데이트 관련 안내입니다. 등록된 공식 서비스에…","제목: [DATE] 보안 업데이트 처리 결과
본문: 첨부 문서: [ATTACHMENT]
보안 업데이트 관련 안내입니다. 등록된 공식 서비스에…",정상 정책 개정 공지,open_attachment,31-80,none,none,none,True,korean,formal,TFAM_03278_G01,PAIR_FINAL_TECH_SUPPORT_015,ai_generated,"Claude batch N10_02, prompt version 2.0",N10_02,pending,79,subject_body,False,TFAM_03278,Claude,,auto_pass,SGRP_01064,valid,rewrite_pair_reassigned,final_semantic_pair_rebuild; metadata_token_consistency_fix
37,EMAIL_N09D_ONB_044,0,normal,email,N09_정상_채용,입사 일정·제출 서류,건강검진서 제출 요청,"첨부 문서: [ATTACHMENT]
입사 전 건강검진서를 제출해 주시기 바랍니다. 잘 부탁드립니다.","제목: 건강검진서 제출 요청
본문: 첨부 문서: [ATTACHMENT]
입사 전 건강검진서를 제출해 주시기 바랍니다. 잘 부탁드립니다.","제목: 건강검진서 제출 요청
본문: 첨부 문서: [ATTACHMENT]
입사 전 건강검진서를 제출해 주시기 바랍니다. 잘 부탁드립니다.",정상 건강검진서 요청,submit_document,31-80,none,none,none,True,korean_english,formal,TFAM_03186_G01,,ai_generated,"Claude batch N09_04, prompt version 2.0",N09_04,pending,75,subject_body,False,TFAM_03186,Claude,,auto_pass,SGRP_02867,train,unchanged,metadata_token_consistency_fix
38,EMAIL_N01C_SCHD_033,0,normal,email,N01_개인_일상_이메일,개인 일정·약속,여행 계획 짜보자,다음 달 여행 계획을 슬슬 짜야 할 것 같아. 시간 되면 얘기하자. 궁금하신 점 있으면 말씀해 주세요.,"제목: 여행 계획 짜보자
본문: 다음 달 여행 계획을 슬슬 짜야 할 것 같아. 시간 되면 얘기하자. 궁금하신 점 있으면 말씀해 주세요.","제목: 여행 계획 짜보자
본문: 다음 달 여행 계획을 슬슬 짜야 할 것 같아. 시간 되면 얘기하자. 궁금하신 점 있으면 말씀해 주세요.",정상 여행 계획 제안,reply,31-80,none,none,none,False,korean,formal,TFAM_01636_G01,,ai_generated,"Claude batch N01_03, prompt version 2.0",N01_03,pending,75,subject_body,False,TFAM_01636,Claude,,auto_pass,SGRP_01387,train,unchanged,
39,EMAIL_S01_ACC_030,1,spam_or_fraud,email,S01_계정정보_탈취_피싱,계정 정지 사칭,RE: 이메일 인증서 만료 임박 🔔,"안녕하세요, 회신드립니다.
> 보안 인증서가 곧 만료됩니다. 아래 링크에서 계정 비밀번호를 다시 설정해 주세요. 계정 정지 사칭 오류가 나면 같은 정보를 다시 입력해 주세요. 감사합니다.
확인 후 다시 연락드리겠습니다.
계정 정지 사칭 제한 해제 주소는 https://example.invalid/official입니다.","제목: RE: 이메일 인증서 만료 임박 🔔
본문: 안녕하세요, 회신드립니다.
> 보안 인증서가 곧 만료됩니다. 아래 링크에서 계정 비밀번호를 다시 설정해 주세요. 계정 정지 사칭 오류가 나면 같은 정보를 다시 입력해 주세요. 감사합니다.
확인 후 다시 연락드리겠습니다.
계정 정지 사칭 제한 해제 주소는 https://example.invalid/official입니다.","제목: RE: 이메일 인증서 만료 임박 🔔
본문: 안녕하세요, 회신드립니다.
> 보안 인증서가 곧 만료됩니다. 아래 링크에서 계정 비밀번호를 다시 설정해 주세요. 계정 정지 사칭 오류가 나면 같은 정보를 다시 입력해 주세요. 감사합니다.
확인 후 다시 연락드리겠습니다.
계정 정지 사칭 제한 해제 주소는 [URL]",가짜 인증서 만료 경고,enter_credential,81-200,light,emoji,normal,False,korean,casual,TFAM_04685_G01,,ai_generated,"Claude batch S01_01, prompt version 2.0",S01_01,pending,175,reply_forward,False,TFAM_04685,Claude,,auto_pass,SGRP_04312,train,corrected,surface_artifact_cleanup; high_frequency_boilerplate_diversified
